,VTI,VGK,VPL,VWO,PFF,IEI,BWX,AGG,BND,FXY,FXF,UDN,IAU,AOA,AOK,USO
2017-01-31,0.6529599434464601,0.06160564507264257,0.054959957142873175,0.05206721606449859,0.010752023524269022,-0.04236113192022613,-0.01398860573801318,-5.258392102050612e-05,0.1518843926923715,-0.014373006318793,0.00016701663086657312,2.5260609594102432e-05,-0.019154628236956794,0.036998188401011975,0.00047595017860812714,0.02041531475276619
2017-02-28,0.6165785042405874,0.04716241605886365,0.05500290139355252,0.10297777278550889,-0.025672359932283007,-0.005979692714353435,-0.050360034928369185,0.050815028549310456,0.18821287763204816,0.00016612121186129893,-0.05074354009014373,-0.0508852961114162,0.017173856702719873,0.051580260182345614,0.00047595017860812714,0.005876187222111892
2017-03-31,0.5798134358123199,0.0250615691266407,0.018415881196871296,0.10299318427696603,0.010752023524269022,-0.02809595113803353,0.03715295348077949,0.050815028549310456,0.1738893411077191,0.00016612121186129893,0.036769448319004944,0.022304155773403382,0.0028503201783907895,-0.03593272822680306,0.00047595017860812714,-0.04504978099035556
2017-04-28,0.6530601170516618,0.02525203996094677,0.004092344672542211,0.05206721606449859,0.010752023524269022,-0.013433290808157559,0.03700430050953867,0.014361249832412909,0.15175909891515063,0.014680128570496458,0.022106787989128966,0.021965031967856496,0.0026598493440847157,0.0006697034613353094,-0.03597782853828942,-0.008637820136523268
2017-05-31,0.616661616454771,0.06166985362723878,0.018661630151184164,0.05206721606449859,0.03254527359191228,-0.027856054996180372,0.0005505217926411185,0.01445249300302525,0.15185034208576298,-0.05076569981306586,0.014736302109508525,0.03638779615587931,0.002604571224077922,0.0006697034613353094,0.00047595017860812714,0.027669437289755145
2017-06-30,0.5799296085860022,0.025101002668250712,0.01845531473848131,0.05206721606449859,0.010752023524269022,0.04503217300617092,-0.03597517066342497,0.08734072100537654,0.22473857008811426,-0.05072254131014389,0.014529986696805674,-0.014337709456344999,0.002810886636780774,0.0006697034613353094,0.03700164263467422,-0.0450124752998933
2017-07-31,0.6530253004984733,0.010738032602311614,0.018557151145920023,0.06653202253787639,0.010752023524269022,-0.042426488972239274,-0.03591764125632518,0.050815028549310456,0.18821287763204816,-0.050766848310482816,0.036635179679832874,2.5260609594102432e-05,-0.03375911281962424,0.037137866510301605,0.022479306754196616,0.020340993695489702
2017-08-31,0.5512328724432729,0.010738032602311614,0.018269194190748926,0.0662440655827053,-0.04010743500858719,0.008506480550104835,0.03723313080729062,0.06499187806751718,0.18821287763204816,0.05102557974471751,0.036849625645516075,0.036707869624243605,0.017173856702719873,-0.03601290555331419,-0.01370089933959859,-0.044983271310744324
2017-09-29,0.5798119352090405,-0.01154236316477704,0.01842061152283443,0.05206721606449859,0.010752023524269022,0.030786876317193484,-0.013777745057651097,0.08742369116669133,0.22482154024942905,-0.014162145638430917,-0.014161250219425643,2.5260609594102432e-05,0.017173856702719873,-0.03593895915604556,-0.03613271243877274,0.056813116689784976
2017-10-31,0.6165345279055636,-0.02575846237855994,0.018534541601976623,0.05206721606449859,0.04724851850514058,-0.04243221136020113,-0.013891675136793293,0.014318533568438905,0.1517163826511766,-0.014276075717573113,0.022221314682303716,2.5260609594102432e-05,0.053670351683591425,0.015111900390769723,0.00047595017860812714,0.05681487913241786
2017-11-30,0.5798217735642108,-0.025888327908155994,0.018448147771091522,0.0886935765749662,0.010752023524269022,-0.005849322548444477,0.0005505217926411185,0.08744138905977808,0.22483923814251577,0.03679248172232891,-0.01418878646768274,-0.014330542488955211,0.0028180536041705617,-0.021600853950582987,-0.03615041033185948,0.020231990320661204
2017-12-29,0.6530439636013776,0.010738032602311614,0.01859537549462801,0.08851581786766127,0.010752023524269022,-0.04244515207514364,0.0005505217926411185,0.014366426746147779,0.1517642758288855,-0.0143369096102245,-0.0507846159943819,2.5260609594102432e-05,0.03911942768379676,0.051621336086583786,0.00047595017860812714,0.020379218044197688
2018-01-31,0.6166529534774752,0.04709019984423618,0.055005134415812874,0.0666278385658447,-0.040160766219001644,-0.04240630919316583,0.0005505217926411185,0.03625440604796436,0.17365225513070207,0.00016612121186129893,-0.03618515061105799,-0.036326906632330465,0.017173856702719873,0.03702187070325987,0.03682811742053269,0.020436809723457995
2018-02-28,0.6020923309761291,0.028004652801764104,0.03794009425830615,0.10249609503657396,-0.023095726061494914,-0.04192239842197054,0.0005505217926411185,0.00038614957723507947,0.13778399865997282,0.016747250598172742,0.016748146017178018,2.5260609594102432e-05,0.017173856702719873,0.034517453047099245,0.00047595017860812714,0.022457316608423337
2018-03-30,0.5785554587410588,-0.012798839632758708,-0.019444527562528107,0.028530343829428272,0.010752023524269022,0.008506480550104835,0.0005505217926411185,0.050815028549310456,0.18821287763204816,0.00016612121186129893,0.00016701663086657312,2.5260609594102432e-05,0.0407107289377902,0.024206575696405632,0.02401282241367845,0.02941305945718221
2018-04-30,0.5876646339670312,0.025165729611409622,-0.017999231516396725,0.03763951905540058,0.010752023524269022,-0.02801279264793211,0.0005505217926411185,0.014295755351273514,0.15169360443401125,-0.014261575797236711,0.02225859281980551,0.03654453380763105,0.06812082690985483,0.0006697034613353094,0.00047595017860812714,0.056823157429246846
2018-05-31,0.6162378517997757,-0.026033771431599177,0.004092344672542211,0.037921695240851955,0.010752023524269022,0.05942380540766227,-0.01359499903100552,0.08758683258322125,0.22498468166595897,0.02279240442212545,-0.013978504192780065,-0.036746543424316686,0.017173856702719873,-0.021956579748928843,0.00047595017860812714,-0.01675009598815226
2018-06-29,0.6162049349803652,-0.04011394164094594,-0.010020259331693893,0.0012152418212410332,0.024864627528505125,0.059358454793362395,0.0005505217926411185,0.050815028549310456,0.22495224787106963,0.022792887446646648,0.03690638686988803,2.5260609594102432e-05,0.017173856702719873,-0.036069666777686145,-0.036263420060413325,0.019988791226347995
2018-07-31,0.653002213665944,-0.025640657492829552,-0.010438847922131515,0.05206721606449859,0.06166190621408391,-0.02787220954503633,0.0005505217926411185,0.050815028549310456,0.18821287763204816,-0.014365071382812424,-0.050742866058948316,-0.03635342948554707,0.0026426641080461513,0.015200896056009033,0.036854640273749295,0.05678606991192678
2018-08-31,0.6168048769516264,0.032285663330465265,-0.0106202013029551,0.07361484679265225,0.010752023524269022,-0.02775369615354613,0.03681069849629209,0.050815028549310456,0.18821287763204816,-0.036094055491789664,-0.02138061409728708,2.5260609594102432e-05,0.0024613107272225643,0.05164242614048358,0.00047595017860812714,-0.015671443506041764
2018-09-28,0.6166242198945479,0.047160927142542,0.018624233590960923,0.07395822168631026,-0.02567087101596136,-0.04244830290854426,0.0005505217926411185,-0.0001397549093386373,0.1517899830918178,-0.014365767706557415,0.051121800089515675,0.03644815514982448,0.017173856702719873,0.0006697034613353094,0.00047595017860812714,0.020408076140530605
2018-10-31,0.5518242992734241,-0.03952999910039334,-0.008579756587404638,0.014471285621740486,0.010752023524269022,0.021178581810051687,0.013222623052587968,0.08841095899206856,0.22580880807480627,0.037762051654619405,0.00016701663086657312,0.012697361869540952,0.06744188840542484,-0.0369262269814228,0.00047595017860812714,-0.0067959140378349575
2018-11-30,0.55118151470033,-0.003577954871055837,0.026371186001606397,0.05206721606449859,0.04734685232670066,0.022822468023472285,-0.03604430700979051,0.06513101602267792,0.20252886510541562,0.00016612121186129893,0.03676184543329821,2.5260609594102432e-05,0.03148984417608733,-0.03592512534109633,-0.03611887862382351,0.028155028551176076
2018-12-31,0.5870079779690885,-0.004346320404728966,-0.010992008334498368,0.05206721606449859,-0.025100091487313184,0.023590833557145415,0.03640263680422333,0.03004726654476883,0.16744511562750652,0.05110258923048409,-0.03568509838071563,2.5260609594102432e-05,0.05302597171430209,0.0006697034613353094,0.00047595017860812714,0.02664394922665352
2019-01-31,0.6165920077848227,0.04721917427378448,0.004092344672542211,0.06656689287319222,0.010752023524269022,-0.027974661121368028,0.03703166346411398,0.028833563686531206,0.18821287763204816,-0.021815343650917956,-0.014332660177827042,0.022006725472373354,0.053654998374192735,-0.035811438210137554,-0.014023726630085488,-0.008623489586581722
2019-02-28,0.6164953500119305,-0.011425828051267793,0.055062243397724316,0.05206721606449859,0.010752023524269022,0.04507336023948559,-0.013852497243160228,0.08738190823869121,0.2247797573214289,-0.014236897823940048,-0.05080288209431553,-0.050944638115588005,0.017173856702719873,0.0006697034613353094,0.00047595017860812714,-0.016287673431467517
2019-03-29,0.6161809616799163,0.024826663306098822,0.004092344672542211,0.015185344811417765,-0.026129847728811804,0.008506480550104835,0.03743239304572195,0.06490365925309767,0.18821287763204816,0.022959361761154914,0.02296025718016019,-0.014063370094193107,0.039967097252013487,-0.03621216779174552,-0.0364059210744727,0.0199648179258991
2019-04-30,0.6164753761762501,-0.011442398511892255,-0.0324711316417827,0.05206721606449859,0.010752023524269022,0.045069956864429744,-0.03601295452168379,0.08737850486363537,0.22477635394637308,-0.014216923988259743,-0.014216028569254469,-0.05092126090485185,0.0027908115025988335,0.015052748661456353,0.00047595017860812714,0.05682270873655784
