Date,VTI,VGK,VPL,VWO,PFF,IEI,BWX,AGG,BND,FXY,FXF,UDN,IAU,AOA,AOK,USO
2014-01-02,84.37886047363281,46.21794128417969,51.05797576904297,33.38923645019531,25.745323181152344,108.69487762451172,27.30059814453125,90.54878997802734,67.2010498046875,93.25,108.66780853271484,26.176607131958008,11.880000114440918,37.321964263916016,27.329164505004883,273.8399963378906
2014-01-03,84.36114501953125,46.225982666015625,51.24452590942383,33.3471794128418,25.898181915283203,108.61341094970703,27.233980178833008,90.5828628540039,67.20948028564453,93.22000122070312,108.00873565673828,26.050151824951172,12.010000228881836,37.34731674194336,27.38063621520996,270.0
2014-01-06,84.1392593383789,46.2661247253418,51.03253936767578,33.027584075927734,26.05107307434082,108.7853012084961,27.352930068969727,90.70187377929688,67.2681655883789,93.77999877929688,108.20845031738281,26.137697219848633,12.010000228881836,37.296592712402344,27.346323013305664,268.55999755859375
2014-01-07,84.68059539794922,46.5793342590332,51.18516159057617,33.16214370727539,26.002424240112305,108.87578582763672,27.37195587158203,90.74435424804688,67.35206604003906,93.41999816894531,107.54936981201172,26.07933235168457,11.949999809265137,37.46566390991211,27.432092666625977,268.6400146484375
2014-01-08,84.74272918701172,46.55524444580078,51.2614860534668,33.103275299072266,26.04410743713379,108.46869659423828,27.272048950195312,90.4722900390625,67.13397979736328,93.25,107.4095687866211,26.020967483520508,11.890000343322754,37.44874954223633,27.397794723510742,265.2799987792969
2014-01-09,84.81372833251953,46.59539794921875,51.03253936767578,32.89301300048828,26.13445472717285,108.60441589355469,27.26253318786621,90.59984588623047,67.25978088378906,93.20999908447266,107.84895324707031,26.050151824951172,11.920000076293945,37.482574462890625,27.423526763916016,264.6400146484375
2014-01-10,85.05332946777344,47.053157806396484,51.388694763183594,33.53221130371094,26.26646614074707,109.14717864990234,27.528966903686523,91.05897521972656,67.5869140625,93.88999938964844,108.33826446533203,26.147422790527344,12.09000015258789,37.67700958251953,27.517885208129883,265.5199890136719
2014-01-13,83.97950744628906,46.66766357421875,51.041015625,33.111698150634766,26.238666534423828,109.33720397949219,27.609848022460938,91.14397430419922,67.67918395996094,94.91000366210938,108.69776153564453,26.20578956604004,12.170000076293945,37.26278305053711,27.432092666625977,262.4800109863281
2014-01-14,84.90247344970703,47.213775634765625,50.94773483276367,33.48175048828125,26.27342987060547,109.04766845703125,27.52420425415039,91.00792694091797,67.57852172851562,93.73999786376953,108.39818572998047,26.176607131958008,12.050000190734863,37.609371185302734,27.474990844726562,264.32000732421875
2014-01-15,85.32843780517578,47.39849090576172,51.10035705566406,33.47333908081055,26.26646614074707,108.94818115234375,27.390995025634766,90.93140411376953,67.53657531738281,93.37000274658203,107.62926483154297,26.020967483520508,12.029999732971191,37.76152801513672,27.543617248535156,270.1600036621094
2014-01-16,85.26632690429688,47.43864440917969,51.06645202636719,33.288307189941406,26.356807708740234,109.0929183959961,27.457603454589844,91.14397430419922,67.68756866455078,93.6500015258789,108.0786361694336,26.069604873657227,12.050000190734863,37.69390869140625,27.55218505859375,269.20001220703125
2014-01-17,84.9379653930664,47.13346481323242,51.108848571777344,33.17055892944336,26.42629051208496,109.21053314208984,27.376720428466797,91.18646240234375,67.76303100585938,93.69000244140625,107.31969451904297,25.94314956665039,12.15999984741211,37.59246063232422,27.535036087036133,269.5199890136719
2014-01-21,85.22193908691406,47.44667434692383,51.21908950805664,33.06963348388672,26.363759994506836,109.07482147216797,27.390995025634766,91.22900390625,67.76303100585938,93.56999969482422,107.4195556640625,26.00151252746582,12.039999961853027,37.710819244384766,27.569358825683594,271.9200134277344
2014-01-22,85.38169860839844,47.45470428466797,51.21908950805664,33.49014663696289,26.412405014038086,108.89389038085938,27.357683181762695,91.03345489501953,67.6456069946289,93.47000122070312,107.27975463867188,25.982057571411133,11.989999771118164,37.78689956665039,27.535036087036133,276.4800109863281
2014-01-23,84.64509582519531,47.43864440917969,50.20997619628906,32.72480773925781,26.356807708740234,109.31907653808594,27.66218376159668,91.27153778076172,67.83014678955078,94.68000030517578,108.94741821289062,26.225242614746094,12.25,37.491024017333984,27.509300231933594,277.760009765625
2014-01-24,82.81694793701172,45.9288330078125,49.234771728515625,31.925830841064453,26.26646614074707,109.53620147705078,27.64316177368164,91.46710205078125,68.00630950927734,95.5199966430664,109.31690216064453,26.20578956604004,12.3100004196167,36.80630874633789,27.277694702148438,276.6400146484375
2014-01-27,82.28448486328125,45.71199417114258,48.9210205078125,31.7155704498291,26.23172378540039,109.40953826904297,27.628883361816406,91.27153778076172,67.88043975830078,95.16000366210938,109.05725860595703,26.215517044067383,12.170000076293945,36.60341262817383,27.217655181884766,273.8399963378906
2014-01-28,82.86134338378906,46.14567184448242,49.26869201660156,31.925830841064453,26.34986114501953,109.55426025390625,27.605091094970703,91.42451477050781,67.93917846679688,94.9800033569336,108.94741821289062,26.196062088012695,12.170000076293945,36.79784393310547,27.312009811401367,277.5199890136719
2014-01-29,82.0093765258789,45.57547378540039,48.963417053222656,31.36233139038086,26.294265747070312,109.78043365478516,27.63364601135254,91.6966323852539,68.09015655517578,95.55999755859375,109.2070541381836,26.176607131958008,12.329999923706055,36.50197219848633,27.26055145263672,277.8399963378906
2014-01-30,82.96782684326172,45.70397186279297,49.294132232666016,31.69033432006836,26.39156150817871,109.7352066040039,27.557510375976562,91.71363830566406,68.09015655517578,95.02999877929688,108.20845031738281,26.011241912841797,12.0600004196167,36.79784393310547,27.312009811401367,279.6000061035156
